has_gps_data,registration_number,horse_name,pp_track,pp_race_date,pp_race_number,pp_country,race_type,grade,distance_id,about_distance_indicator,distance,surface,post_position,position_at_point_of_call_1,position_at_point_of_call_2,position_at_point_of_call_3,position_at_point_of_call_4,position_at_point_of_call_5,official_position,length_behind_at_poc_1,length_behind_at_poc_2,length_behind_at_poc_3,length_behind_at_poc_4,length_behind_at_poc_5,length_behind_at_finish,length_ahead_at_poc_1,length_ahead_at_poc_2,length_ahead_at_poc_3,length_ahead_at_poc_4,length_ahead_at_poc_5,length_ahead_at_finish,post_time_odds,field_size,purse,pp_id
X,22006112,Furious George,LRL,2025-11-30,6,USA,MCL, ,6.0, ,6F,D,10,7,5,0,0,4,4,1100,750,0,0,450,750,500,50,0,0,50,125,40,10,25050,22006112_LRL_2025-11-30_6
X,22006112,Furious George,LRL,2025-12-26,6,USA,MCL, ,5.5, ,5 1/2F,D,7,6,5,0,0,7,6,660,550,0,0,720,925,50,50,0,0,150,50,230,11,27200,22006112_LRL_2025-12-26_6
 ,23015852,G Q Worthy,DEL,2025-10-11,9,USA,STK, ,8.0, ,1M,D,5,3,5,2,0,2,2,100,170,10,0,300,450,10,100,10,0,300,250,302,7,100000,23015852_DEL_2025-10-11_9
X,23015852,G Q Worthy,LRL,2025-11-02,9,USA,AOC, ,8.5, ,1 1/16M,D,3,3,2,3,0,5,5,350,250,550,0,960,2100,10,10,150,0,1500,625,63,7,50970,23015852_LRL_2025-11-02_9
X,23015852,G Q Worthy,LRL,2025-12-06,6,USA,STK, ,7.0, ,7F,D,1,8,7,0,0,5,2,830,620,0,0,320,25,150,100,0,0,100,50,265,9,125000,23015852_LRL_2025-12-06_6
 ,20010550,Game Keeper,CT ,2025-10-30,6,USA,AOC, ,8.5, ,1 1/16M,D,1,4,3,3,0,3,3,150,300,60,0,20,225,100,100,100,0,300,550,48,8,28700,20010550_CT_2025-10-30_6
 ,20010550,Game Keeper,CT ,2025-11-20,7,USA,AOC, ,8.5, ,1 1/16M,D,8,6,7,8,0,8,8,510,420,620,0,820,1400,50,300,100,0,50,600,59,9,28700,20010550_CT_2025-11-20_7
 ,20010550,Game Keeper,CT ,2025-12-11,4,USA,AOC, ,8.5, ,1 1/16M,D,2,6,6,7,0,5,5,360,460,510,0,800,1400,150,50,0,0,100,75,70,7,28700,20010550_CT_2025-12-11_4
 ,17011271,Gangly,PEN,2025-11-05,2,USA,CLM, ,8.0, ,1M,D,7,4,5,3,0,3,2,200,300,350,0,500,425,50,50,100,0,250,50,91,9,13000,17011271_PEN_2025-11-05_2
 ,17011271,Gangly,PEN,2025-11-28,1,USA,CLM, ,8.32, ,1M 70Y,D,4,2,1,1,0,1,1,10,0,0,0,0,0,100,10,10,0,150,225,20,6,13000,17011271_PEN_2025-11-28_1
 ,17011271,Gangly,PEN,2025-12-19,3,USA,CLM, ,6.0, ,6F,D,2,7,5,0,0,5,4,450,300,0,0,410,510,50,10,0,0,50,225,57,10,14000,17011271_PEN_2025-12-19_3
 ,17000068,Genghis,CT ,2025-11-14,5,USA,CLM, ,7.0, ,7F,D,4,3,3,0,0,3,3,300,400,0,0,400,175,50,200,0,0,400,575,10,7,14600,17000068_CT_2025-11-14_5
 ,17000068,Genghis,CT ,2025-12-06,8,USA,CLM, ,6.5, ,6 1/2F,D,7,7,7,0,0,7,6,600,660,0,0,620,1525,100,150,0,0,50,25,33,8,14600,17000068_CT_2025-12-06_8
 ,17000068,Genghis,PEN,2025-12-19,3,USA,CLM, ,6.0, ,6F,D,7,8,6,0,0,4,3,500,310,0,0,400,500,600,100,0,0,10,10,162,10,14000,17000068_PEN_2025-12-19_3
 ,20006400,Genieinabridle,TIM,2025-08-30,8,USA,ALW, ,8.5, ,1 1/16M,D,3,5,1,1,0,1,1,260,0,0,0,0,0,0,50,150,0,200,125,37,5,45100,20006400_TIM_2025-08-30_8
X,20006400,Genieinabridle,LRL,2025-10-31,10,USA,CLM, ,8.5, ,1 1/16M,D,1,1,1,1,0,1,1,0,0,0,0,0,0,100,100,50,0,200,325,15,7,19450,20006400_LRL_2025-10-31_10
X,20006400,Genieinabridle,LRL,2025-12-07,2,USA,SOC, ,9.0, ,1 1/8M,D,4,5,1,1,0,1,1,350,0,0,0,0,0,150,10,200,0,350,25,14,6,25100,20006400_LRL_2025-12-07_2
 ,20011779,Gluckstadt,PRM,2025-09-08,10,USA,ALW, ,6.0, ,6F,D,2,7,7,0,0,5,5,690,660,0,0,760,305,0,0,0,0,10,700,203,7,35500,20011779_PRM_2025-09-08_10
X,20011779,Gluckstadt,KEE,2025-10-12,8,USA,CLM, ,7.0, ,7F,D,2,7,7,0,0,4,6,670,430,0,0,260,410,200,300,0,0,100,475,85,9,51000,20011779_KEE_2025-10-12_8
X,20011779,Gluckstadt,LRL,2025-11-23,7,USA,SOC, ,8.0, ,1M,D,2,10,10,10,0,10,10,9999,9999,9999,0,9999,9999,9999,9999,9999,0,9999,9999,297,10,39055,20011779_LRL_2025-11-23_7
X,20011779,Gluckstadt,LRL,2025-12-20,2,USA,ALW, ,7.0, ,7F,D,3,3,3,0,0,3,3,300,60,0,0,160,300,200,200,0,0,350,225,134,7,53910,20011779_LRL_2025-12-20_2
X,23017975,God I Need a Favor,LRL,2025-10-31,3,USA,MCL, ,8.0, ,1M,D,6,5,4,1,0,1,1,260,260,0,0,0,0,200,100,50,0,350,75,74,8,33700,23017975_LRL_2025-10-31_3
X,23017975,God I Need a Favor,LRL,2025-11-23,2,USA,CLM, ,6.0, ,6F,D,1,5,5,0,0,4,2,260,170,0,0,260,10,150,100,0,0,100,325,72,6,34050,23017975_LRL_2025-11-23_2
X,23017975,God I Need a Favor,LRL,2025-12-07,7,USA,AOC, ,8.5, ,1 1/16M,D,4,3,4,3,0,3,3,400,300,210,0,550,1550,50,100,100,0,200,300,72,6,49735,23017975_LRL_2025-12-07_7
X,18007504,Gold Time Vixen,LRL,2025-10-10,4,USA,CLM, ,5.5, ,5 1/2F,D,6,7,7,0,0,7,6,580,620,0,0,1650,2375,0,0,0,0,0,150,692,7,21070,18007504_LRL_2025-10-10_4
X,18007504,Gold Time Vixen,LRL,2025-11-02,2,USA,CLM, ,6.0, ,6F,D,2,4,7,0,0,7,7,500,1160,0,0,1160,1475,100,0,0,0,0,0,1031,7,21070,18007504_LRL_2025-11-02_2
 ,18007504,Gold Time Vixen,CT ,2025-11-22,6,USA,CLM, ,6.5, ,6 1/2F,D,1,6,8,0,0,7,9,700,660,0,0,860,1250,100,150,0,0,100,1125,1259,10,14600,18007504_CT_2025-11-22_6
X,18007504,Gold Time Vixen,LRL,2025-12-19,5,USA,CLM, ,5.5, ,5 1/2F,D,1,5,5,0,0,5,6,800,700,0,0,650,875,600,600,0,0,600,825,833,7,18640,18007504_LRL_2025-12-19_5
X,20013475,Golden Charm,LRL,2025-10-10,7,USA,SOC, ,7.0, ,7F,D,3,5,5,0,0,4,5,500,550,0,0,600,950,50,250,0,0,10,150,124,7,30370,20013475_LRL_2025-10-10_7
X,20013475,Golden Charm,LRL,2025-11-02,2,USA,CLM, ,6.0, ,6F,D,7,5,5,0,0,5,6,600,660,0,0,910,1325,10,350,0,0,50,150,20,7,21070,20013475_LRL_2025-11-02_2
X,20013475,Golden Charm,LRL,2025-12-07,2,USA,SOC, ,9.0, ,1 1/8M,D,1,4,5,5,0,2,2,250,270,600,0,350,25,100,10,150,0,150,350,111,6,25100,20013475_LRL_2025-12-07_2
X,20013475,Golden Charm,LRL,2025-12-28,4,USA,SOC, ,8.5, ,1 1/16M,D,3,4,5,5,0,4,4,760,760,350,0,600,1375,150,10,800,0,150,600,44,6,24000,20013475_LRL_2025-12-28_4
 ,19013743,Golden Eib Micrphn,DEL,2025-10-18,7,USA,SOC, ,6.0, ,6F,D,3,5,2,0,0,2,2,260,150,0,0,200,125,0,100,0,0,100,200,44,5,20000,19013743_DEL_2025-10-18_7
 ,19013743,Golden Eib Micrphn,PEN,2025-11-06,2,USA,SOC, ,6.0, ,6F,D,5,8,8,0,0,5,2,570,580,0,0,360,75,0,0,0,0,10,5,26,8,23000,19013743_PEN_2025-11-06_2
 ,19013743,Golden Eib Micrphn,PEN,2025-11-28,3,USA,CLM, ,8.0, ,1M,D,3,3,4,3,0,3,1,110,260,160,0,250,0,50,10,50,0,150,200,76,8,22000,19013743_PEN_2025-11-28_3
 ,19001576,Golden Purchase,PRX,2025-10-07,6,USA,CLM, ,7.0, ,7F,D,5,4,4,0,0,4,4,220,170,0,0,900,925,300,600,0,0,800,1325,37,5,21000,19001576_PRX_2025-10-07_6
 ,19001576,Golden Purchase,PRX,2025-10-29,10,USA,CLM, ,8.32, ,1M 70Y,D,8,3,3,3,0,2,3,350,400,400,0,500,875,200,300,150,0,10,350,48,11,21000,19001576_PRX_2025-10-29_10
 ,19001576,Golden Purchase,PRX,2025-11-18,2,USA,CLM, ,8.32, ,1M 70Y,D,5,5,5,3,0,2,1,1060,700,110,0,10,0,400,500,150,0,300,575,13,7,21000,19001576_PRX_2025-11-18_2
X,19010023,Golden Rocket,BAQ,2025-10-25,9,USA,STK, ,8.5, ,1 1/16M,T,8,2,2,2,0,1,4,150,100,50,0,0,250,50,100,100,0,10,225,392,9,200000,19010023_BAQ_2025-10-25_9
X,19010023,Golden Rocket,AQU,2025-11-09,6,USA,AOC, ,6.0, ,6F,T,7,4,4,0,0,5,4,360,350,0,0,450,460,100,100,0,0,150,100,32,7,82000,19010023_AQU_2025-11-09_6
X,19010023,Golden Rocket,LRL,2025-11-21,7,USA,AOC, ,5.5, ,5 1/2F,T,6,5,4,0,0,4,5,550,450,0,0,410,185,200,50,0,0,50,50,57,9,54500,19010023_LRL_2025-11-21_7
X,23005943,Golden Sand,LRL,2025-09-28,2,USA,MCL, ,8.0, ,1M,D,4,7,7,1,0,1,1,1260,870,0,0,0,0,0,0,300,0,500,450,11,7,47035,23005943_LRL_2025-09-28_2
X,23005943,Golden Sand,LRL,2025-10-11,9,USA,STK, ,6.0, ,6F,D,7,9,10,0,0,9,7,740,1220,0,0,820,1050,200,400,0,0,150,25,195,13,102040,23005943_LRL_2025-10-11_9
X,23005943,Golden Sand,LRL,2025-11-23,3,USA,AOC, ,8.0, ,1M,D,6,6,6,6,0,5,5,650,700,1200,0,1400,1430,50,10,200,0,200,575,160,7,49500,23005943_LRL_2025-11-23_3
X,23000358,Gonna Make It,LRL,2025-10-19,6,USA,MCL, ,6.0, ,6F,D,1,8,8,0,0,8,8,1270,1950,0,0,2150,1780,0,0,0,0,0,0,144,8,34600,23000358_LRL_2025-10-19_6
X,23000358,Gonna Make It,LRL,2025-12-19,6,USA,MCL, ,8.5, ,1 1/16M,D,7,3,2,2,0,3,3,350,250,200,0,500,375,10,10,10,0,50,175,12,8,25740,23000358_LRL_2025-12-19_6
 ,23002053,Gonzalo,MVR,2025-11-05,1,USA,MCL, ,5.0, ,5F,D,1,4,5,0,0,5,3,260,310,0,0,320,310,100,0,0,0,0,25,16,5,15600,23002053_MVR_2025-11-05_1
X,23002053,Gonzalo,LRL,2025-11-14,10,USA,MCL, ,6.0, ,6F,D,1,8,4,0,0,4,3,820,1050,0,0,1550,1650,550,50,0,0,50,100,151,9,28400,23002053_LRL_2025-11-14_10
X,23002053,Gonzalo,LRL,2025-11-30,5,USA,MCL, ,5.5, ,5 1/2F,D,7,5,3,0,0,2,3,310,250,0,0,250,550,500,150,0,0,150,725,54,7,27400,23002053_LRL_2025-11-30_5
X,23002053,Gonzalo,LRL,2025-12-21,3,USA,MCL, ,6.0, ,6F,D,4,5,5,0,0,5,5,600,510,0,0,850,1275,200,150,0,0,250,550,144,9,28400,23002053_LRL_2025-12-21_3
X,21000715,Goodbye Note,LRL,2025-10-26,10,USA,AOC, ,7.0, ,7F,D,5,7,7,0,0,4,5,870,330,0,0,510,580,10,50,0,0,100,200,42,8,54000,21000715_LRL_2025-10-26_10
X,21000715,Goodbye Note,LRL,2025-11-14,4,USA,AOC, ,8.5, ,1 1/16M,D,4,1,1,1,0,1,4,0,0,0,0,0,650,150,300,300,0,150,175,182,7,54295,21000715_LRL_2025-11-14_4
X,21000715,Goodbye Note,LRL,2025-12-07,4,USA,SOC, ,6.0, ,6F,D,4,1,1,0,0,1,1,0,0,0,0,0,0,10,100,0,0,100,250,189,7,40830,21000715_LRL_2025-12-07_4
X,21000715,Goodbye Note,LRL,2025-12-28,7,USA,AOC, ,8.0, ,1M,D,3,2,2,2,0,3,3,10,50,10,0,160,900,450,200,200,0,500,225,79,4,56000,21000715_LRL_2025-12-28_7
 ,20017325,Gordian Knot,PRX,2025-11-11,7,USA,CLM, ,6.0, ,6F,D,2,3,4,0,0,3,2,150,220,0,0,300,325,10,50,0,0,100,150,21,7,35000,20017325_PRX_2025-11-11_7
 ,20017325,Gordian Knot,PRX,2025-11-28,9,USA,AOC, ,6.0, ,6F,D,8,6,7,0,0,9,9,370,610,0,0,1300,1700,50,50,0,0,200,50,65,10,42000,20017325_PRX_2025-11-28_9
 ,20017325,Gordian Knot,PRX,2025-12-24,6,USA,AOC, ,6.5, ,6 1/2F,D,7,6,4,0,0,3,2,180,300,0,0,700,325,250,10,0,0,50,125,82,9,42000,20017325_PRX_2025-12-24_6
X,21000940,Gourmet,LRL,2025-10-05,4,USA,SOC, ,8.5, ,1 1/16M,T,2,1,1,1,0,2,4,0,0,0,0,10,250,200,50,100,0,150,100,24,8,31000,21000940_LRL_2025-10-05_4
X,21000940,Gourmet,LRL,2025-10-26,5,USA,SOC, ,6.0, ,6F,T,8,5,6,0,0,8,8,660,570,0,0,800,450,10,100,0,0,200,250,418,10,32900,21000940_LRL_2025-10-26_5
 ,21000940,Gourmet,PEN,2025-11-13,5,USA,AOC, ,8.0, ,1M,D,3,3,3,2,0,5,5,250,260,500,0,820,1425,650,700,10,0,600,675,92,6,36000,21000940_PEN_2025-11-13_5
X,21000940,Gourmet,LRL,2025-12-12,3,USA,SOC, ,6.0, ,6F,D,2,3,4,0,0,4,4,60,260,0,0,600,1125,50,100,0,0,250,275,120,6,30450,21000940_LRL_2025-12-12_3
X,23015374,Grand Hall,LRL,2025-11-28,3,USA,MSW, ,6.0, ,6F,D,5,7,4,0,0,4,3,550,650,0,0,700,1100,0,10,0,0,50,25,65,7,45500,23015374_LRL_2025-11-28_3
 ,22013715,Grayson's Girl,TIM,2025-08-29,8,USA,ALW, ,6.5,A,6 1/2F,D,4,3,2,0,0,3,3,160,350,0,0,210,325,50,50,0,0,350,10,9,5,44000,22013715_TIM_2025-08-29_8
X,22013715,Grayson's Girl,LRL,2025-09-19,7,USA,ALW, ,6.0, ,6F,D,2,4,4,0,0,2,1,300,260,0,0,250,0,100,400,0,0,300,50,23,8,49000,22013715_LRL_2025-09-19_7
X,22013715,Grayson's Girl,LRL,2025-11-29,7,USA,STK, ,7.0, ,7F,D,4,6,5,0,0,3,1,460,520,0,0,100,0,50,400,0,0,150,225,58,7,100000,22013715_LRL_2025-11-29_7
X,20019378,Great Heavens,LRL,2025-10-18,8,USA,ALW, ,5.5, ,5 1/2F,T,9,9,8,0,0,4,2,850,860,0,0,510,300,100,50,0,0,150,75,40,10,50000,20019378_LRL_2025-10-18_8
X,20019378,Great Heavens,LRL,2025-11-14,7,USA,ALW, ,6.0, ,6F,D,7,8,6,0,0,2,2,610,310,0,0,250,275,200,10,0,0,200,250,24,9,49500,20019378_LRL_2025-11-14_7
X,20019378,Great Heavens,LRL,2025-11-30,4,USA,ALW, ,6.0, ,6F,D,3,5,3,0,0,3,4,310,350,0,0,160,200,100,150,0,0,200,725,24,6,48000,20019378_LRL_2025-11-30_4
X,20019378,Great Heavens,LRL,2025-12-26,8,USA,ALW, ,5.5, ,5 1/2F,D,8,8,8,0,0,6,5,1170,1120,0,0,700,185,0,0,0,0,250,150,20,8,49000,20019378_LRL_2025-12-26_8
X,20011903,Greek Heiress,ELP,2025-08-03,1,USA,SOC, ,6.5, ,6 1/2F,D,2,1,1,0,0,1,1,0,0,0,0,0,0,100,100,0,0,500,525,29,8,50000,20011903_ELP_2025-08-03_1
X,20011903,Greek Heiress,ELP,2025-08-24,6,USA,ALW, ,6.0, ,6F,D,5,2,1,0,0,4,6,10,0,0,0,400,1450,100,10,0,0,10,25,8,7,102000,20011903_ELP_2025-08-24_6
X,20011903,Greek Heiress,KEE,2025-10-15,4,USA,CLM, ,6.0, ,6F,D,5,4,4,0,0,5,5,460,600,0,0,1050,1525,200,350,0,0,250,225,34,7,69000,20011903_KEE_2025-10-15_4
 ,22009796,Green Eyed Monster,DEL,2025-08-09,5,USA,AOC, ,6.0, ,6F,D,7,4,2,0,0,2,2,250,10,0,0,300,400,100,10,0,0,100,175,87,7,46000,22009796_DEL_2025-08-09_5
 ,22009796,Green Eyed Monster,CT ,2025-09-26,7,USA,ALW, ,6.5, ,6 1/2F,D,2,1,1,0,0,1,1,0,0,0,0,0,0,150,100,0,0,100,250,10,8,31700,22009796_CT_2025-09-26_7
X,22009796,Green Eyed Monster,LRL,2025-10-11,7,USA,STK, ,7.0, ,7F,D,8,1,1,0,0,1,2,0,0,0,0,0,175,100,100,0,0,200,250,76,12,102030,22009796_LRL_2025-10-11_7
X,22009796,Green Eyed Monster,LRL,2025-12-20,7,USA,STK, ,6.0, ,6F,D,7,4,3,0,0,1,3,250,20,0,0,0,375,250,150,0,0,50,250,94,8,100000,22009796_LRL_2025-12-20_7
 ,21005285,Gregorian Solo,DEL,2025-08-23,5,USA,CLM, ,8.0,A,1M,T,3,3,4,5,0,5,6,200,360,300,0,460,805,100,50,100,0,200,10,284,8,22000,21005285_DEL_2025-08-23_5
 ,21005285,Gregorian Solo,DEL,2025-09-20,3,USA,CLM, ,6.0, ,6F,D,8,8,4,0,0,3,3,520,400,0,0,300,100,50,10,0,0,100,125,24,9,16000,21005285_DEL_2025-09-20_3
 ,21005285,Gregorian Solo,DEL,2025-10-15,3,USA,CLM, ,8.32, ,1M 70Y,D,9,8,8,7,0,5,9,470,680,470,0,130,0,100,50,200,0,100,10,34,9,16000,21005285_DEL_2025-10-15_3
X,23005168,Greyline Station,LRL,2025-10-19,6,USA,MCL, ,6.0, ,6F,D,4,6,5,0,0,5,4,1160,1250,0,0,1000,650,100,100,0,0,300,5,75,8,34600,23005168_LRL_2025-10-19_6
X,23005168,Greyline Station,LRL,2025-11-29,3,USA,MSW, ,7.0, ,7F,D,7,7,6,0,0,7,5,670,1410,0,0,1010,900,150,10,0,0,1500,50,326,9,48500,23005168_LRL_2025-11-29_3
X,23005168,Greyline Station,LRL,2025-12-13,4,USA,MCL, ,8.0, ,1M,D,2,6,5,3,0,2,2,600,270,150,0,10,50,0,50,100,0,100,350,31,6,30450,23005168_LRL_2025-12-13_4
 ,21014434,Group Ticket,DEL,2025-09-13,4,USA,STR, ,8.32, ,1M 70Y,D,8,4,5,2,0,1,1,300,320,100,0,0,0,100,200,200,0,100,200,31,9,50000,21014434_DEL_2025-09-13_4
 ,21014434,Group Ticket,PRX,2025-10-08,4,USA,SOC, ,8.0, ,1M,D,1,4,5,5,0,4,3,160,260,560,0,610,500,100,500,300,0,300,225,16,6,30000,21014434_PRX_2025-10-08_4
 ,21014434,Group Ticket,PRX,2025-11-04,9,USA,SOC, ,8.0, ,1M,D,6,4,2,4,0,3,4,360,150,160,0,200,375,150,10,100,0,100,275,21,7,30000,21014434_PRX_2025-11-04_9
X,21014434,Group Ticket,LRL,2025-12-27,3,USA,ALW, ,9.0, ,1 1/8M,D,1,4,4,3,0,2,2,210,160,300,0,200,300,150,100,100,0,250,750,20,6,49000,21014434_LRL_2025-12-27_3
 ,20019950,Guaponess,PRX,2025-10-28,3,USA,CLM, ,6.0, ,6F,D,1,3,2,0,0,1,1,60,200,0,0,0,0,50,50,0,0,50,200,26,5,32000,20019950_PRX_2025-10-28_3
 ,20019950,Guaponess,PRX,2025-11-19,9,USA,AOC, ,8.32, ,1M 70Y,D,7,2,2,1,0,1,1,200,100,0,0,0,0,150,100,100,0,400,125,32,7,50000,20019950_PRX_2025-11-19_9
 ,20019950,Guaponess,PRX,2025-12-30,7,USA,SOC, ,8.5, ,1 1/16M,D,6,1,1,1,0,5,5,0,0,0,0,950,1450,50,50,50,0,100,25,9,8,50000,20019950_PRX_2025-12-30_7
 ,21012793,Guardian Prince,PEN,2025-02-28,5,USA,ALW, ,6.0, ,6F,D,6,2,2,0,0,1,1,50,10,0,0,0,0,150,200,0,0,10,25,69,6,35000,21012793_PEN_2025-02-28_5
 ,21012793,Guardian Prince,CT ,2025-10-30,7,USA,ALW, ,4.5, ,4 1/2F,D,2,4,0,0,0,4,2,310,0,0,0,160,100,200,0,0,0,10,10,50,6,32800,21012793_CT_2025-10-30_7
 ,21012793,Guardian Prince,CT ,2025-11-26,7,USA,ALW, ,7.0, ,7F,D,3,3,4,0,0,5,7,150,160,0,0,400,825,50,100,0,0,100,775,68,8,32800,21012793_CT_2025-11-26_7
X,16013161,Gun It,SAR,2025-07-06,1,USA,AOC, ,6.0, ,6F,D,2,2,3,0,0,3,4,150,400,0,0,750,925,10,250,0,0,50,200,47,5,110000,16013161_SAR_2025-07-06_1
 ,16013161,Gun It,PRX,2025-10-28,3,USA,CLM, ,6.0, ,6F,D,3,2,3,0,0,3,3,50,250,0,0,400,575,10,300,0,0,500,550,18,5,32000,16013161_PRX_2025-10-28_3
 ,16013161,Gun It,PRX,2025-11-25,4,USA,CLM, ,6.0, ,6F,D,4,1,1,0,0,1,1,0,0,0,0,0,0,10,100,0,0,200,150,14,8,28000,16013161_PRX_2025-11-25_4
 ,23014779,Gurney Halleck,CT ,2025-09-20,7,USA,STK, ,4.5, ,4 1/2F,D,2,6,0,0,0,5,1,560,0,0,0,250,0,100,0,0,0,50,50,20,7,75000,23014779_CT_2025-09-20_7
 ,23014779,Gurney Halleck,CT ,2025-10-11,4,USA,STK, ,6.5, ,6 1/2F,D,3,3,3,0,0,2,2,250,160,0,0,200,300,200,1200,0,0,400,1275,3,6,75000,23014779_CT_2025-10-11_4
X,23014779,Gurney Halleck,LRL,2025-11-08,9,USA,STK, ,6.0, ,6F,D,2,7,8,0,0,7,3,820,1150,0,0,720,750,50,10,0,0,10,10,60,10,100000,23014779_LRL_2025-11-08_9
 ,21000568,Hagrid's Flame,PRX,2025-04-07,9,USA,AOC, ,8.32, ,1M 70Y,D,2,3,4,3,0,1,2,350,210,20,0,0,0,50,150,100,0,50,175,18,7,50000,21000568_PRX_2025-04-07_9
X,21000568,Hagrid's Flame,LRL,2025-11-14,4,USA,AOC, ,8.5, ,1 1/16M,D,2,4,3,5,0,3,1,210,350,550,0,200,0,150,50,100,0,10,225,19,7,54295,21000568_LRL_2025-11-14_4
X,21000568,Hagrid's Flame,LRL,2025-11-30,7,USA,AOC, ,8.5, ,1 1/16M,D,3,2,2,2,0,2,3,100,250,200,0,550,950,100,50,150,0,150,775,28,6,53000,21000568_LRL_2025-11-30_7
 ,21008059,Half a League,DEL,2025-08-13,3,USA,CLM, ,7.5,A,7 1/2F,T,1,7,8,0,0,6,5,510,510,0,0,330,525,100,0,0,0,10,50,61,8,21000,21008059_DEL_2025-08-13_3
 ,21008059,Half a League,DEL,2025-09-18,9,USA,CLM, ,6.0, ,6F,D,2,7,7,0,0,7,6,770,760,0,0,1000,1135,0,0,0,0,0,500,194,7,25000,21008059_DEL_2025-09-18_9
X,21008059,Half a League,LRL,2025-10-31,2,USA,SOC, ,7.0, ,7F,D,6,4,4,0,0,4,3,260,610,0,0,700,875,150,50,0,0,50,75,151,6,26180,21008059_LRL_2025-10-31_2
X,21004771,Happy Jaunt,LRL,2025-09-05,1,USA,SOC, ,8.0, ,1M,T,6,2,3,2,0,3,3,150,60,10,0,400,280,50,200,100,0,10,50,662,8,33300,21004771_LRL_2025-09-05_1
X,21004771,Happy Jaunt,LRL,2025-10-17,5,USA,SOC, ,8.5, ,1 1/16M,T,8,6,5,6,0,7,4,420,410,330,0,370,175,10,10,200,0,10,10,351,12,27020,21004771_LRL_2025-10-17_5
X,21004771,Happy Jaunt,LRL,2025-11-23,5,USA,SOC, ,8.0, ,1M,D,6,3,2,2,0,3,3,200,100,350,0,350,700,100,50,10,0,350,525,236,9,26240,21004771_LRL_2025-11-23_5
X,21004771,Happy Jaunt,LRL,2025-12-13,6,USA,SOC, ,6.0, ,6F,D,2,2,5,0,0,7,7,100,500,0,0,1210,1675,10,10,0,0,0,0,170,7,27760,21004771_LRL_2025-12-13_6
X,21004771,Happy Jaunt,LRL,2025-12-27,9,USA,CLM, ,8.5, ,1 1/16M,D,6,2,2,3,0,4,4,100,50,200,0,510,1180,150,150,50,0,200,25,51,7,22560,21004771_LRL_2025-12-27_9
X,23014262,Hardtoblame,IND,2025-10-23,2,USA,MSW, ,8.0, ,1M,D,1,4,4,4,0,3,3,450,400,300,0,500,775,300,400,450,0,150,200,35,7,32000,23014262_IND_2025-10-23_2
X,23014262,Hardtoblame,CD ,2025-11-23,2,USA,MCL, ,8.0, ,1M,D,7,5,5,2,0,1,1,210,500,150,0,0,0,200,10,50,0,100,125,9,8,57000,23014262_CD_2025-11-23_2
X,23014262,Hardtoblame,TP ,2025-12-27,7,USA,AOC, ,8.0, ,1M,D,9,5,5,6,0,8,8,360,510,370,0,460,905,150,10,150,0,50,50,249,10,102000,23014262_TP_2025-12-27_7
